HASHTAG FILE relative_frequency_H_C  frequency_H_in_C  frequency_H_overall  count_H_in_C count_hashtags_in_C count_H_entire_dataset count_hashtags_entire_dataset
JohnsonOut21 1080485113.hashtags 471.91666666666668786516  .08333333333333333333  .00017658484901995408  1 12 5 28315
JohnsonOut35 1080485113.hashtags 2359.58333333333384019542  .08333333333333333333  .00003531696980399081  1 12 1 28315
JohnsonOut48 1080485113.hashtags 1179.79166666666675306870  .08333333333333333333  .00007063393960798163  1 12 2 28315
NHSWeLoveYou 1080485113.hashtags 2359.58333333333384019542  .08333333333333333333  .00003531696980399081  1 12 1 28315
StandWithUkraine 1080485113.hashtags 6.62804307116104868954  .08333333333333333333  .01257284125022073106  1 12 356 28315
JohnsonOut63 1080485113.hashtags 2359.58333333333384019542  .08333333333333333333  .00003531696980399081  1 12 1 28315
NotMyPM 1080485113.hashtags 589.89583333333333477710  .08333333333333333333  .00014126787921596327  1 12 4 28315
SOSNHS 1080485113.hashtags 262.17592592592593275386  .08333333333333333333  .00031785272823591735  1 12 9 28315
CancelStudentDebt 1080584229510172678.hashtags 353.93750000000000589128  .12500000000000000000  .00035316969803990817  1 8 10 28315
EndMMMMMMle42 1080584229510172678.hashtags 884.84375000000000220104  .12500000000000000000  .00014126787921596327  1 8 4 28315
LongCOVID 1080584229510172678.hashtags 183.07112068965517242231  .37500000000000000000  .00204838424863146742  3 8 58 28315
longhaulers 1080584229510172678.hashtags 1769.68750000000004615934  .37500000000000000000  .00021190181882394490  3 8 6 28315
LongCOVID 1080584229510172678.hashtags 183.07112068965517242231  .37500000000000000000  .00204838424863146742  3 8 58 28315
longhaulers 1080584229510172678.hashtags 1769.68750000000004615934  .37500000000000000000  .00021190181882394490  3 8 6 28315
LongCOVID 1080584229510172678.hashtags 183.07112068965517242231  .37500000000000000000  .00204838424863146742  3 8 58 28315
longhaulers 1080584229510172678.hashtags 1769.68750000000004615934  .37500000000000000000  .00021190181882394490  3 8 6 28315
NationalParkWeek 1081222837459996672.hashtags 14157.50000000000103739081  1.00000000000000000000  .00007063393960798163  1 1 2 28315
UkraineConflict 1082078521659482114.hashtags 252.81250000000000062887  .25000000000000000000  .00098887515451174289  1 4 28 28315
UkraineWillWin 1082078521659482114.hashtags 1769.68750000000000440209  .25000000000000000000  .00014126787921596327  1 4 4 28315
IStandWithUkriane 1082078521659482114.hashtags 471.91666666666667006761  .25000000000000000000  .00052975454705986226  1 4 15 28315
LevRemembers 1082078521659482114.hashtags 7078.75000000000152086943  .25000000000000000000  .00003531696980399081  1 4 1 28315
OneOfUsAllOfUs 1082246178283155457.hashtags 108.90384615384615399845  .25000000000000000000  .00229560303725940314  1 4 65 28315
UCUstrike 1082246178283155457.hashtags 290.90753424657534290729  .75000000000000000000  .00257813879569132968  3 4 73 28315
UCUstrikes 1082246178283155457.hashtags 884.84375000000000220104  .50000000000000000000  .00056507151686385308  2 4 16 28315
UCUstrikes 1082246178283155457.hashtags 884.84375000000000220104  .50000000000000000000  .00056507151686385308  2 4 16 28315
FluTrucksKlan 1083037637634449409.hashtags 3539.37500000000000880419  1.00000000000000000000  .00028253575843192654  1 1 8 28315
Kyiv 108352527.hashtags 54.87403100775193798494  .66666666666666666666  .01214903761257284125  2 3 344 28315
Kyiv 108352527.hashtags 54.87403100775193798494  .66666666666666666666  .01214903761257284125  2 3 344 28315
Afghanistan 108352527.hashtags 393.26388888888888986320  .33333333333333333333  .00084760727529577962  1 3 24 28315
Chile 1084523178444099584.hashtags 28315.00000000000608347775  1.00000000000000000000  .00003531696980399081  1 1 1 28315
PresidentsDay 1084818625578627072.hashtags 943.83333333333334903400  .33333333333333333333  .00035316969803990817  1 3 10 28315
protecttranskids 1084818625578627072.hashtags 9438.33333333333536106486  .33333333333333333333  .00003531696980399081  1 3 1 28315
SayHerName 1084818625578627072.hashtags 4719.16666666666701241641  .33333333333333333333  .00007063393960798163  1 3 2 28315
DemVoice1 1085290065490632704.hashtags 1011.25000000000000251548  1.00000000000000000000  .00098887515451174289  1 1 28 28315
s 1085590218328195073.hashtags 2.44453077786411119744  1.00000000000000000000  .40907646123962564012  2 2 11583 28315
s 1085590218328195073.hashtags 2.44453077786411119744  1.00000000000000000000  .40907646123962564012  2 2 11583 28315
NYACC 1088040155926183936.hashtags 14157.50000000000103739081  1.00000000000000000000  .00007063393960798163  2 2 2 28315
NYACC 1088040155926183936.hashtags 14157.50000000000103739081  1.00000000000000000000  .00007063393960798163  2 2 2 28315
LoudounCounty 1088761072163516417.hashtags 14157.50000000000304173887  .50000000000000000000  .00003531696980399081  1 2 1 28315
IWD2022 1088761072163516417.hashtags 674.16666666666667516116  .50000000000000000000  .00074165636588380716  1 2 21 28315
AlboForPM 1089045346242576385.hashtags 202.25000000000000009404  .50000000000000000000  .00247218788627935723  1 2 70 28315
AlboPM2022 1089045346242576385.hashtags 14157.50000000000304173887  .50000000000000000000  .00003531696980399081  1 2 1 28315
qt 1089151295397621760.hashtags 353.93750000000000088041  .50000000000000000000  .00141267879215963270  1 2 40 28315
votecompRRRRRR 1089151295397621760.hashtags 14157.50000000000304173887  .50000000000000000000  .00003531696980399081  1 2 1 28315
yeg 1089330601553932290.hashtags 301.22340425531915013914  .50000000000000000000  .00165989758078756842  1 2 47 28315
ableg 1089330601553932290.hashtags 102.59057971014492768617  .50000000000000000000  .00487374183295073282  1 2 138 28315
Israel 1089998124.hashtags 310.47149122807017620965  .83333333333333333333  .00268408970510330213  5 6 76 28315
Israel 1089998124.hashtags 310.47149122807017620965  .83333333333333333333  .00268408970510330213  5 6 76 28315
Israel 1089998124.hashtags 310.47149122807017620965  .83333333333333333333  .00268408970510330213  5 6 76 28315
Israel 1089998124.hashtags 310.47149122807017620965  .83333333333333333333  .00268408970510330213  5 6 76 28315
AlAqsa 1089998124.hashtags 277.59803921568627865695  .16666666666666666666  .00060038848666784389  1 6 17 28315
Israel 1089998124.hashtags 310.47149122807017620965  .83333333333333333333  .00268408970510330213  5 6 76 28315
Russia 1090232196009545728.hashtags 5.65451822266600099917  .40000000000000000000  .07073989051739360762  2 5 2003 28315
Chornobyl 1090232196009545728.hashtags 629.22222222222223863443  .20000000000000000000  .00031785272823591735  1 5 9 28315
Russia 1090232196009545728.hashtags 5.65451822266600099917  .40000000000000000000  .07073989051739360762  2 5 2003 28315
Ukrainian 1090232196009545728.hashtags 18.62828947368421053795  .20000000000000000000  .01073635882041320854  1 5 304 28315
Ukraine 1090232196009545728.hashtags 1.68742550655542312283  .20000000000000000000  .11852375066219318382  1 5 3356 28315
Georgia 1090579343569571840.hashtags 589.89583333333333480069  .25000000000000000000  .00042380363764788981  1 4 12 28315
ExpandTheMajority 1090579343569571840.hashtags 7078.75000000000152086943  .25000000000000000000  .00003531696980399081  1 4 1 28315
DefendDemocracy 1090579343569571840.hashtags 3539.37500000000025934770  .25000000000000000000  .00007063393960798163  1 4 2 28315
BetoForGovernor 1090579343569571840.hashtags 505.62500000000000637087  .25000000000000000000  .00049443757725587144  1 4 14 28315
TrayvonMartin 109071031.hashtags 5663.00000000000025460848  1.00000000000000000000  .00017658484901995408  1 1 5 28315
LongCovid 1093139344469176322.hashtags 28.65890688259109312299  1.00000000000000000000  .03489316616634292777  1 1 988 28315
FooFighters 1094713876132872192.hashtags 14157.50000000000304173887  .50000000000000000000  .00003531696980399081  1 2 1 28315
Eminem 1094713876132872192.hashtags 4719.16666666666678975826  .50000000000000000000  .00010595090941197245  1 2 3 28315
COVID19 1094762324097822720.hashtags 12.12114726027397260350  .50000000000000000000  .04125022073106127494  1 2 1168 28315
RapidTests 1094762324097822720.hashtags 7078.75000000000051869540  .50000000000000000000  .00007063393960798163  1 2 2 28315
Covid 1094971056358637568.hashtags 1.66281280509737423578  .08791208791208791208  .05286950379657425392  8 91 1497 28315
pandemic 1094971056358637568.hashtags 30.50527903469079951215  .05494505494505494505  .00180116546000353169  5 91 51 28315
AshishJJha 1094971056358637568.hashtags 311.15384615384622066955  .01098901098901098901  .00003531696980399081  1 91 1 28315
OmicronVariant 1094971056358637568.hashtags 47.86982248520710148846  .02197802197802197802  .00045912060745188062  2 91 13 28315
chicagoteachersunion 1094971056358637568.hashtags 311.15384615384622066955  .01098901098901098901  .00003531696980399081  1 91 1 28315
CTU 1094971056358637568.hashtags 155.57692307692308830897  .01098901098901098901  .00007063393960798163  1 91 2 28315
remotelearning 1094971056358637568.hashtags 207.43589743589744128938  .02197802197802197802  .00010595090941197245  2 91 3 28315
remotelearning 1094971056358637568.hashtags 207.43589743589744128938  .02197802197802197802  .00010595090941197245  2 91 3 28315
pandemic 1094971056358637568.hashtags 30.50527903469079951215  .05494505494505494505  .00180116546000353169  5 91 51 28315
pandemic 1094971056358637568.hashtags 30.50527903469079951215  .05494505494505494505  .00180116546000353169  5 91 51 28315
COVID19 1094971056358637568.hashtags 1.86479188619599578498  .07692307692307692307  .04125022073106127494  7 91 1168 28315
Djokovic 1094971056358637568.hashtags 9.72355769230769233100  .01098901098901098901  .00113014303372770616  1 91 32 28315
pandemic 1094971056358637568.hashtags 30.50527903469079951215  .05494505494505494505  .00180116546000353169  5 91 51 28315
ZeroCovid 1094971056358637568.hashtags 124.46153846153846242421  .06593406593406593406  .00052975454705986226  6 91 15 28315
MLKDay 1094971056358637568.hashtags 11.52421652421652427436  .01098901098901098901  .00095355818470775207  1 91 27 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
herdimmunity 1094971056358637568.hashtags 103.71794871794872064469  .01098901098901098901  .00010595090941197245  1 91 3 28315
COVID19 1094971056358637568.hashtags 1.86479188619599578498  .07692307692307692307  .04125022073106127494  7 91 1168 28315
OmicronVariant 1094971056358637568.hashtags 47.86982248520710148846  .02197802197802197802  .00045912060745188062  2 91 13 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
COVID19 1094971056358637568.hashtags 1.86479188619599578498  .07692307692307692307  .04125022073106127494  7 91 1168 28315
ZeroCovid 1094971056358637568.hashtags 124.46153846153846242421  .06593406593406593406  .00052975454705986226  6 91 15 28315
COVID19 1094971056358637568.hashtags 1.86479188619599578498  .07692307692307692307  .04125022073106127494  7 91 1168 28315
Omicron 1094971056358637568.hashtags 5.60637560637560637832  .06593406593406593406  .01176055094472894225  6 91 333 28315
COVID19 1094971056358637568.hashtags 1.86479188619599578498  .07692307692307692307  .04125022073106127494  7 91 1168 28315
Covid_19 1094971056358637568.hashtags 7.97830374753451679889  .01098901098901098901  .00137736182235564188  1 91 39 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
ZeroCovid 1094971056358637568.hashtags 124.46153846153846242421  .06593406593406593406  .00052975454705986226  6 91 15 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
ZeroCovid 1094971056358637568.hashtags 124.46153846153846242421  .06593406593406593406  .00052975454705986226  6 91 15 28315
ZeroCovid 1094971056358637568.hashtags 124.46153846153846242421  .06593406593406593406  .00052975454705986226  6 91 15 28315
BA2variant 1094971056358637568.hashtags 28.28671328671328696313  .01098901098901098901  .00038848666784389899  1 91 11 28315
Omicron 1094971056358637568.hashtags 5.60637560637560637832  .06593406593406593406  .01176055094472894225  6 91 333 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
Omicron 1094971056358637568.hashtags 5.60637560637560637832  .06593406593406593406  .01176055094472894225  6 91 333 28315
WhoopiGoldberg 1094971056358637568.hashtags 311.15384615384622066955  .01098901098901098901  .00003531696980399081  1 91 1 28315
Holocaust 1094971056358637568.hashtags 5.18589743589743590986  .01098901098901098901  .00211901818823944905  1 91 60 28315
COVID 1094971056358637568.hashtags 1.63657512769938805430  .08791208791208791208  .05371711107187003355  8 91 1521 28315
auschwitzbirkenau 1094971056358637568.hashtags 311.15384615384622066955  .01098901098901098901  .00003531696980399081  1 91 1 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
ZeroCovid 1094971056358637568.hashtags 124.46153846153846242421  .06593406593406593406  .00052975454705986226  6 91 15 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
COVID19 1094971056358637568.hashtags 1.86479188619599578498  .07692307692307692307  .04125022073106127494  7 91 1168 28315
MeToo 1094971056358637568.hashtags 23.93491124260355074423  .01098901098901098901  .00045912060745188062  1 91 13 28315
Ukraine 1094971056358637568.hashtags .83444118456037407165  .09890109890109890109  .11852375066219318382  9 91 3356 28315
Ukraine 1094971056358637568.hashtags .83444118456037407165  .09890109890109890109  .11852375066219318382  9 91 3356 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
Olympics 1094971056358637568.hashtags 15.55769230769230772960  .01098901098901098901  .00070633939607981635  1 91 20 28315
Uyghurs 1094971056358637568.hashtags 77.78846153846153864803  .01098901098901098901  .00014126787921596327  1 91 4 28315
COVID19 1094971056358637568.hashtags 1.86479188619599578498  .07692307692307692307  .04125022073106127494  7 91 1168 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
Ukraine 1094971056358637568.hashtags .83444118456037407165  .09890109890109890109  .11852375066219318382  9 91 3356 28315
NATO 1094971056358637568.hashtags 7.71455816910362366306  .03296703296703296703  .00427335334628288892  3 91 121 28315
Ukraine 1094971056358637568.hashtags .83444118456037407165  .09890109890109890109  .11852375066219318382  9 91 3356 28315
Putin 1094971056358637568.hashtags .62859362859362859378  .01098901098901098901  .01748190005297545470  1 91 495 28315
Pandemic 1094971056358637568.hashtags 38.89423076923076932401  .01098901098901098901  .00028253575843192654  1 91 8 28315
Gergiev 1094971056358637568.hashtags 103.71794871794872064469  .01098901098901098901  .00010595090941197245  1 91 3 28315
WuhanLab 1094971056358637568.hashtags 155.57692307692308830897  .01098901098901098901  .00007063393960798163  1 91 2 28315
NYT 1094971056358637568.hashtags 233.36538461538461595826  .16483516483516483516  .00070633939607981635  15 91 20 28315
Ukraine 1094971056358637568.hashtags .83444118456037407165  .09890109890109890109  .11852375066219318382  9 91 3356 28315
NATO 1094971056358637568.hashtags 7.71455816910362366306  .03296703296703296703  .00427335334628288892  3 91 121 28315
StateOfTheUnion 1094971056358637568.hashtags 34.57264957264957354823  .01098901098901098901  .00031785272823591735  1 91 9 28315
Ukraine 1094971056358637568.hashtags .83444118456037407165  .09890109890109890109  .11852375066219318382  9 91 3356 28315
UkraineRussianWar 1094971056358637568.hashtags 4.26238145416227608617  .01098901098901098901  .00257813879569132968  1 91 73 28315
NoFlyZoneOverUkraine 1094971056358637568.hashtags 44.45054945054945110552  .01098901098901098901  .00024721878862793572  1 91 7 28315
Omicron 1094971056358637568.hashtags 5.60637560637560637832  .06593406593406593406  .01176055094472894225  6 91 333 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
KamalaHarris 1094971056358637568.hashtags 155.57692307692308830897  .01098901098901098901  .00007063393960798163  1 91 2 28315
UkrainianRefugees 1094971056358637568.hashtags 62.23076923076923356152  .01098901098901098901  .00017658484901995408  1 91 5 28315
JulianRRRRRRange 1094971056358637568.hashtags 31.11538461538461589973  .01098901098901098901  .00035316969803990817  1 91 10 28315
BA2 1094971056358637568.hashtags 2.68236074270557029166  .02197802197802197802  .00819353699452586968  2 91 232 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
Afghanistan 1094971056358637568.hashtags 12.96474358974358977467  .01098901098901098901  .00084760727529577962  1 91 24 28315
UkraineWar 1094971056358637568.hashtags 2.46947496947496947811  .01098901098901098901  .00444993819530284301  1 91 126 28315
WarCriminal 1094971056358637568.hashtags 17.28632478632478641155  .03296703296703296703  .00190711636941550414  3 91 54 28315
WarCriminal 1094971056358637568.hashtags 17.28632478632478641155  .03296703296703296703  .00190711636941550414  3 91 54 28315
InternationalCriminalCourt 1094971056358637568.hashtags 311.15384615384622066955  .01098901098901098901  .00003531696980399081  1 91 1 28315
Katanjibrownjackson 1094971056358637568.hashtags 311.15384615384622066955  .01098901098901098901  .00003531696980399081  1 91 1 28315
pandemic 1094971056358637568.hashtags 30.50527903469079951215  .05494505494505494505  .00180116546000353169  5 91 51 28315
ProxyWar 1094971056358637568.hashtags 311.15384615384622066955  .01098901098901098901  .00003531696980399081  1 91 1 28315
WillSmith 1094971056358637568.hashtags 23.93491124260355074423  .01098901098901098901  .00045912060745188062  1 91 13 28315
ChrisHedges 1094971056358637568.hashtags 311.15384615384622066955  .01098901098901098901  .00003531696980399081  1 91 1 28315
WarCriminal 1094971056358637568.hashtags 17.28632478632478641155  .03296703296703296703  .00190711636941550414  3 91 54 28315
Propaganda 1094971056358637568.hashtags 62.23076923076923356152  .01098901098901098901  .00017658484901995408  1 91 5 28315
NYTimes 1094971056358637568.hashtags 311.15384615384615775891  .15384615384615384615  .00049443757725587144  14 91 14 28315
SriLanka 1094971056358637568.hashtags 22.22527472527472555276  .01098901098901098901  .00049443757725587144  1 91 14 28315
Kramatorsk 1094971056358637568.hashtags 19.44711538461538466200  .01098901098901098901  .00056507151686385308  1 91 16 28315
NATO 1094971056358637568.hashtags 7.71455816910362366306  .03296703296703296703  .00427335334628288892  3 91 121 28315
GenocideOfUkrainians 1094971056358637568.hashtags 62.23076923076923356152  .01098901098901098901  .00017658484901995408  1 91 5 28315
ออกกองCloseFriend2D2 1095523459877068800.hashtags 566.30000000000000942606  .20000000000000000000  .00035316969803990817  1 5 10 28315
เจ้าแก้มก้อน 1095523459877068800.hashtags 41.18545454545454548278  .40000000000000000000  .00971216669609747483  2 5 275 28315
เจ้าแก้มก้อน 1095523459877068800.hashtags 41.18545454545454548278  .40000000000000000000  .00971216669609747483  2 5 275 28315
fluke_natouch 1095523459877068800.hashtags 28.45728643216080406051  .20000000000000000000  .00702807699099417269  1 5 199 28315
MVอีกนานมั้ย 1095523459877068800.hashtags 471.91666666666666784055  .20000000000000000000  .00042380363764788981  1 5 12 28315
BorisJohnson 1096344586140700672.hashtags 272.25961538461538529263  1.00000000000000000000  .00367296485961504502  2 2 104 28315
BorisJohnson 1096344586140700672.hashtags 272.25961538461538529263  1.00000000000000000000  .00367296485961504502  2 2 104 28315
PutinHitler 1096443838653218816.hashtags 77.78846153846153907705  .07142857142857142857  .00091824121490376125  2 28 26 28315
Ukraine 1096443838653218816.hashtags 3.31458581644815256268  .39285714285714285714  .11852375066219318382  11 28 3356 28315
Russia 1096443838653218816.hashtags 4.03894158761857214218  .28571428571428571428  .07073989051739360762  8 28 2003 28315
StopPutin 1096443838653218816.hashtags 30.64393939393939394927  .07142857142857142857  .00233092000706339396  2 28 66 28315
UkraineRussiaWar 1096443838653218816.hashtags 8.94911504424778762584  .03571428571428571428  .00399081758785096238  1 28 113 28315
Russians 1096443838653218816.hashtags 18.72685185185185194453  .03571428571428571428  .00190711636941550414  1 28 54 28315
Ukraine 1096443838653218816.hashtags 3.31458581644815256268  .39285714285714285714  .11852375066219318382  11 28 3356 28315
StandWithUkriane 1096443838653218816.hashtags 20.22500000000000010434  .03571428571428571428  .00176584849019954087  1 28 50 28315
PutinHitler 1096443838653218816.hashtags 77.78846153846153907705  .07142857142857142857  .00091824121490376125  2 28 26 28315
Putin 1096443838653218816.hashtags 18.38636363636363636985  .32142857142857142857  .01748190005297545470  9 28 495 28315
StopTheWar 1096443838653218816.hashtags 112.36111111111111402388  .03571428571428571428  .00031785272823591735  1 28 9 28315
Ukrianian 1096443838653218816.hashtags 1011.25000000000021710526  .03571428571428571428  .00003531696980399081  1 28 1 28315
StandWithUkraine️ 1096443838653218816.hashtags 14.04513888888888892157  .03571428571428571428  .00254282182588733886  1 28 72 28315
UkraineUnderAttack 1096443838653218816.hashtags 18.05803571428571432774  .03571428571428571428  .00197775030902348578  1 28 56 28315
StopPutinNOW 1096443838653218816.hashtags 34.87068965517241378914  .03571428571428571428  .00102419212431573371  1 28 29 28315
PutinWarCrimes 1096443838653218816.hashtags 168.54166666666666840030  .10714285714285714285  .00063570545647183471  3 28 18 28315
Putin 1096443838653218816.hashtags 18.38636363636363636985  .32142857142857142857  .01748190005297545470  9 28 495 28315
Ukraine 1096443838653218816.hashtags 3.31458581644815256268  .39285714285714285714  .11852375066219318382  11 28 3356 28315
PutinWarCrimes 1096443838653218816.hashtags 168.54166666666666840030  .10714285714285714285  .00063570545647183471  3 28 18 28315
UkraineRussianWar 1096443838653218816.hashtags 27.70547945205479456204  .07142857142857142857  .00257813879569132968  2 28 73 28315
Russia 1096443838653218816.hashtags 4.03894158761857214218  .28571428571428571428  .07073989051739360762  8 28 2003 28315
Ukraine️ 1096443838653218816.hashtags 12.72012578616352202697  .07142857142857142857  .00561539819883453999  2 28 159 28315
UkraineRussianWar 1096443838653218816.hashtags 27.70547945205479456204  .07142857142857142857  .00257813879569132968  2 28 73 28315
PutinWarCrimes 1096443838653218816.hashtags 168.54166666666666840030  .10714285714285714285  .00063570545647183471  3 28 18 28315
Ukraine 1096443838653218816.hashtags 3.31458581644815256268  .39285714285714285714  .11852375066219318382  11 28 3356 28315
Russian 1096443838653218816.hashtags 7.22321428571428571437  .17857142857142857142  .02472187886279357231  5 28 700 28315
Russian 1096443838653218816.hashtags 7.22321428571428571437  .17857142857142857142  .02472187886279357231  5 28 700 28315
Ukraine 1096443838653218816.hashtags 3.31458581644815256268  .39285714285714285714  .11852375066219318382  11 28 3356 28315
SlavaUkraine 109749447.hashtags 943.83333333333334903400  .33333333333333333333  .00035316969803990817  1 3 10 28315
ukraine 109749447.hashtags 138.79901960784313759877  .33333333333333333333  .00240155394667137559  1 3 68 28315
kyiv 109749447.hashtags 555.19607843137255733056  .33333333333333333333  .00060038848666784389  1 3 17 28315
Spanish 1098198745810984960.hashtags 1132.60000000000005092169  .20000000000000000000  .00017658484901995408  1 5 5 28315
Europe 1098198745810984960.hashtags 209.74074074074074181236  .20000000000000000000  .00095355818470775207  1 5 27 28315
Pegasus 1098198745810984960.hashtags 707.87500000000000176083  .20000000000000000000  .00028253575843192654  1 5 8 28315
Hungary 1098198745810984960.hashtags 809.00000000000001019340  .20000000000000000000  .00024721878862793572  1 5 7 28315
PEGA 1098198745810984960.hashtags 5663.00000000000121669555  .20000000000000000000  .00003531696980399081  1 5 1 28315
FL15 1100838158906859523.hashtags 14157.50000000000103739081  1.00000000000000000000  .00007063393960798163  2 2 2 28315
FL15 1100838158906859523.hashtags 14157.50000000000103739081  1.00000000000000000000  .00007063393960798163  2 2 2 28315
บวงสรวงclosefriend2 1102447409177608192.hashtags 269.66666666666667003750  .06666666666666666666  .00024721878862793572  2 30 7 28315
บวงสรวงclosefriend2 1102447409177608192.hashtags 269.66666666666667003750  .06666666666666666666  .00024721878862793572  2 30 7 28315
newsinfinity 1102447409177608192.hashtags 943.83333333333353602154  .03333333333333333333  .00003531696980399081  1 30 1 28315
brownybabyBear 1102447409177608192.hashtags 134.83333333333333501875  .03333333333333333333  .00024721878862793572  1 30 7 28315
ออกกองCloseFriend2D2 1102447409177608192.hashtags 188.76666666666666978981  .06666666666666666666  .00035316969803990817  2 30 10 28315
ออกกองCloseFriend2D2 1102447409177608192.hashtags 188.76666666666666978981  .06666666666666666666  .00035316969803990817  2 30 10 28315
อีกนานมั้ยCloseFriend2 1102447409177608192.hashtags 85.80303030303030378731  .06666666666666666666  .00077697333568779798  2 30 22 28315
อีกนานมั้ยCloseFriend2 1102447409177608192.hashtags 85.80303030303030378731  .06666666666666666666  .00077697333568779798  2 30 22 28315
WeTVxOhmFluke 1102447409177608192.hashtags 62.92222222222222266938  .03333333333333333333  .00052975454705986226  1 30 15 28315
มายบลูสองขวบ 1102447409177608192.hashtags 171.60606060606060757463  .06666666666666666666  .00038848666784389899  2 30 11 28315
มายบลูสองขวบ 1102447409177608192.hashtags 171.60606060606060757463  .06666666666666666666  .00038848666784389899  2 30 11 28315
โอห์มฟลุ้คฟีเวอร์2021 1102447409177608192.hashtags 30.44623655913978508844  .03333333333333333333  .00109482606392371534  1 30 31 28315
609WorkshopDay1 1102447409177608192.hashtags 314.61111111111111928575  .06666666666666666666  .00021190181882394490  2 30 6 28315
609WorkshopDay1 1102447409177608192.hashtags 314.61111111111111928575  .06666666666666666666  .00021190181882394490  2 30 6 28315
เปิดห้อง609Q1 1102447409177608192.hashtags 188.76666666666667513473  .03333333333333333333  .00017658484901995408  1 30 5 28315
ห้อง609Q2 1102447409177608192.hashtags 134.83333333333333501875  .03333333333333333333  .00024721878862793572  1 30 7 28315
LoveAt9Q23 1102447409177608192.hashtags 104.87037037037037309525  .03333333333333333333  .00031785272823591735  1 30 9 28315
2ndOHMyLOVE 1102447409177608192.hashtags 157.30555555555555964287  .03333333333333333333  .00021190181882394490  1 30 6 28315
SeeYouCloseFriend2 1102447409177608192.hashtags 125.84444444444444533877  .06666666666666666666  .00052975454705986226  2 30 15 28315
SeeYouCloseFriend2 1102447409177608192.hashtags 125.84444444444444533877  .06666666666666666666  .00052975454705986226  2 30 15 28315
คุณหนูขี้อายกับคุณชายเจ้าชู้ 1102447409177608192.hashtags 188.76666666666667513473  .03333333333333333333  .00017658484901995408  1 30 5 28315
OhmThitiwat 1102447409177608192.hashtags 18.15064102564102568436  .06666666666666666666  .00367296485961504502  2 30 104 28315
fluke_natouch 1102447409177608192.hashtags 4.74288107202680067627  .03333333333333333333  .00702807699099417269  1 30 199 28315
OhmFluke 1102447409177608192.hashtags 19.16412859560067683171  .13333333333333333333  .00695744305138619106  4 30 197 28315
โอห์มฟลุ้ค 1102447409177608192.hashtags 23.02032520325203253554  .06666666666666666666  .00289599152392724704  2 30 82 28315
ไอ้ต้าวตะวัน 1102447409177608192.hashtags 471.91666666666670119916  .03333333333333333333  .00007063393960798163  1 30 2 28315
OhmFluke3rdFallingForYou 1102447409177608192.hashtags 47.19166666666666677933  .03333333333333333333  .00070633939607981635  1 30 20 28315
OhmThitiwat 1102447409177608192.hashtags 18.15064102564102568436  .06666666666666666666  .00367296485961504502  2 30 104 28315
OhmFluke 1102447409177608192.hashtags 19.16412859560067683171  .13333333333333333333  .00695744305138619106  4 30 197 28315
ห้อง609Q11 1102447409177608192.hashtags 62.92222222222222266938  .03333333333333333333  .00052975454705986226  1 30 15 28315
ResidentEvil 1103001381114429440.hashtags 1982.05000000000008911296  .35000000000000000000  .00017658484901995408  7 20 5 28315
REBHFun 1103001381114429440.hashtags 707.87500000000000176083  .20000000000000000000  .00028253575843192654  4 20 8 28315
REBH26th 1103001381114429440.hashtags 1132.60000000000005092169  .20000000000000000000  .00017658484901995408  4 20 5 28315
ResidentEvil 1103001381114429440.hashtags 1982.05000000000008911296  .35000000000000000000  .00017658484901995408  7 20 5 28315
REBHFun 1103001381114429440.hashtags 707.87500000000000176083  .20000000000000000000  .00028253575843192654  4 20 8 28315
REBH26th 1103001381114429440.hashtags 1132.60000000000005092169  .20000000000000000000  .00017658484901995408  4 20 5 28315
LeonKennedy 1103001381114429440.hashtags 1415.75000000000030417388  .05000000000000000000  .00003531696980399081  1 20 1 28315
RE2 1103001381114429440.hashtags 1415.75000000000030417388  .05000000000000000000  .00003531696980399081  1 20 1 28315
